APN,BATHROOMS,BEDROOMS,COUNTY_x,COUNTY_LANDUSE_DESCRIPTION_x,EXISTING_LANDUSE_x,JURISDICTION_x,LOCATION_TO_TOWNCENTER_x,Max_Occupancy,OWNERSHIP_TYPE_x,REGIONAL_LANDUSE_x,Rental_Type,WITHIN_BONUSUNIT_BNDY_x,WITHIN_TRPA_BNDY_x,YEAR_BUILT_x,ZONING_DESCRIPTION_x,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,YEAR
117-080-053,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1994,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-052,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-051,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,989,2022
117-080-049,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-048,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-210-031,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1973,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
090-072-032,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,2016,Placer County Tahoe Basin Area Plan - Mixed-Use Lakeside Town Center,0,0,0,2022
117-220-019,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1973,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
117-210-026,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1973,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
117-080-028,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-029,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-021,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-025,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-024,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,64,0,2022
117-080-022,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-012,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-011,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
095-510-040,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-041,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-042,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-030,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-020,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-007,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-031,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-029,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-019,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-017,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-010,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
090-400-004,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,1971,Placer County Tahoe Basin Area Plan - Residential - Brockway,0,0,0,2022
117-210-022,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1973,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
117-210-010,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1973,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
117-210-008,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1990,Placer County Tahoe Basin Area Plan - Mixed-Use Residential,0,0,0,2022
117-080-009,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
117-080-006,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1979,Placer County Tahoe Basin Area Plan - Mixed-Use Community Center West,0,0,0,2022
111-080-020,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Residential,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,0,0,0,2022
111-080-007,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Residential,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,0,0,0,2022
111-080-006,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Residential,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,0,0,0,2022
111-070-034,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Residential,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,0,0,0,2022
095-510-035,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-036,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-038,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1967,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-028,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-025,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-016,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-013,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-027,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-024,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1990,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-015,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-026,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-023,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-014,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
095-510-011,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1974,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,0,2022
090-400-017,N/A,N/A,PL,"SINGLE FAM RES, CONDO",Condominium,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,1971,Placer County Tahoe Basin Area Plan - Residential - Brockway,0,0,0,2022
098-114-010,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2011,Placer County Tahoe Basin Area Plan - Residential - Chambers Landing,0,0,0,2022
098-210-035,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2018,Placer County Tahoe Basin Area Plan - Residential - Tahoma Residential,0,0,0,2022
098-033-003,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2007,Placer County Tahoe Basin Area Plan - Residential - Chambers Landing,0,0,0,2022
084-023-005,N/A,N/A,PL,"VACANT, SUBDIVIDED RESIDENTIAL",Open Space,PL,Outside Buffer,,Federal,Residential,VHR,1,1,N/A,Placer County Tahoe Basin Area Plan - Residential - Timberland,0,0,0,2022
097-130-041,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Tourist,VHR,1,1,2010,Placer County Tahoe Basin Area Plan - Mixed-Use Homewood Village Center,0,0,1722,2022
085-202-007,N/A,N/A,PL,"2 SINGLE FAM RES, DUPLEX",Multi-Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,1984,Placer County Tahoe Basin Area Plan - Residential - Tahoe Pines,0,0,0,2022
093-092-018,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,0,1,2018,Placer County Tahoe Basin Area Plan - Residential - Dollar Point,0,0,0,2022
095-481-020,N/A,N/A,PL,"RESIDENTIAL, AUXILIARY IMP",Commercial,PL,Outside Buffer,,Private,Tourist,VHR,1,1,2005,Placer County Tahoe Basin Area Plan - Tourist Planned Development - Granlibakken,0,0,11734,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
094-500-022,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Town Center,,Private,Mixed-Use,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Tourist,0,0,0,2022
083-182-004,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Residential - Taven Heights,0,0,0,2022
092-084-011,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2019,Placer County Tahoe Basin Area Plan - Residential - Cedar Flat,0,0,0,2022
094-150-005,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1961,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood,0,0,3068,2022
115-040-045,N/A,N/A,PL,"2 SINGLE FAM RES, DUPLEX",Multi-Family Residential,PL,Outside Buffer,,Private,Tourist,VHR,1,1,1985,Placer County Tahoe Basin Area Plan - Mixed-Use Neighborhood Center,0,0,1573,2022
115-060-011,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,1980,Placer County Tahoe Basin Area Plan - Residential - Carnelian Bay Subdivision,0,0,0,2022
090-380-010,N/A,N/A,PL,COMMON AREA,Condominium Common Area,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,0,Placer County Tahoe Basin Area Plan - Residential - Brockway,0,0,0,2022
116-210-025,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2018,Placer County Tahoe Basin Area Plan - Residential - Flick Point/Agate Bay,0,0,0,2022
090-181-095,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,2010,Placer County Tahoe Basin Area Plan - Residential - Kings Beach Residential,0,0,0,2022
090-124-038,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,2007,Placer County Tahoe Basin Area Plan - Residential - Kings Beach Residential,0,0,0,2022
090-134-057,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,1934,Placer County Tahoe Basin Area Plan - Residential - Brockway,0,0,0,2022
116-030-059,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2020,Placer County Tahoe Basin Area Plan - Residential - Flick Point/Agate Bay,0,0,0,2022
090-115-017,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,1955,Placer County Tahoe Basin Area Plan - Residential - Kings Beach Residential,0,0,0,2022
090-072-003,N/A,N/A,PL,COMMERCIAL STORE,Commercial,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1960,Placer County Tahoe Basin Area Plan - Mixed-Use Lakeside Town Center,0,0,3738,2022
090-124-036,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,2007,Placer County Tahoe Basin Area Plan - Residential - Kings Beach Residential,0,0,0,2022
117-090-059,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2005,Placer County Tahoe Basin Area Plan - Residential - Tahoe Vista Subdivision,0,0,0,2022
117-100-034,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2008,Placer County Tahoe Basin Area Plan - Residential - Tahoe Vista Subdivision,0,0,0,2022
117-110-037,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2007,Placer County Tahoe Basin Area Plan - Residential - Tahoe Vista Subdivision,0,0,0,2022
091-183-009,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2013,Placer County Tahoe Basin Area Plan - Residential - Cedar Flat,0,0,0,2022
090-030-045,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2018,Placer County Tahoe Basin Area Plan - Residential - Brockway,0,0,0,2022
112-070-012,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2020,Placer County Tahoe Basin Area Plan - Residential - Tahoe Estates,0,0,0,2022
090-064-015,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Quarter Mile Buffer,,Private,Residential,VHR,1,1,2022,Placer County Tahoe Basin Area Plan - Residential - Kings Beach Residential,0,0,0,2022
090-072-029,N/A,N/A,PL,"HOTELS, MOTELS, RESORTS",Tourist Accommodation,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1968,Placer County Tahoe Basin Area Plan - Mixed-Use Lakeside Town Center,0,24,0,2022
090-072-029,N/A,N/A,PL,"HOTELS, MOTELS, RESORTS",Tourist Accommodation,PL,Town Center,,Private,Mixed-Use,VHR,1,1,1968,Placer County Tahoe Basin Area Plan - Mixed-Use Lakeside Town Center,0,24,0,2022
112-060-006,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Tourist,VHR,1,1,2020,Placer County Tahoe Basin Area Plan - Residential - Tahoe Vista Residential,0,0,0,2022
112-270-058,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,0,1,2008,Placer County Tahoe Basin Area Plan - Residential - Kingswood West,0,0,0,2022
112-280-034,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,0,1,2018,Placer County Tahoe Basin Area Plan - Residential - Kingswood West,0,0,0,2022
112-260-012,N/A,N/A,PL,"VACANT, SUBDIVIDED RESIDENTIAL",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,0,1,2022,Placer County Tahoe Basin Area Plan - Residential - Kingswood West,0,0,0,2022
111-270-037,N/A,N/A,PL,"SINGLE FAM RES, HALF PLEX",Single Family Residential,PL,Outside Buffer,,Private,Residential,VHR,1,1,2012,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,0,0,0,2022
097-130-030,,,PL,,Multi-Family Residential,PL,Further than Quarter Mile from Town Center,,Private,Tourist,VHR,1,1,,Placer County Tahoe Basin Area Plan - Mixed-Use Homewood Village Center,0,0,0,2022
097-130-030,,,PL,,Multi-Family Residential,PL,Further than Quarter Mile from Town Center,,Private,Tourist,VHR,1,1,,Placer County Tahoe Basin Area Plan - Mixed-Use Homewood Village Center,0,0,0,2022
